COUNTRY_NAME,YEAR,SUM(F.CO2)
Grenada,1990,"26,4737208"
Grenada,1991,"27,3489529"
Grenada,1992,"28,9610456"
Grenada,1993,"29,5412807"
Grenada,1994,"34,5196876"
Grenada,1995,"35,9492661"
Grenada,1996,"36,5675587"
Grenada,1997,"39,8255339"
Grenada,1998,"41,3726586"
Grenada,1999,"45,4990628"
Grenada,2001,"45,1390328"
Grenada,2002,"47,5164521"
Grenada,2003,"49,885294"
Grenada,2004,"47,1917736"
Grenada,2005,"49,5726202"
Grenada,2006,"52,794831"
Grenada,2007,"54,3382451"
Grenada,2008,"57,5375512"
Grenada,2009,"57,3564359"
Grenada,2010,"58,7704386"
Grenada,2011,"56,8156111"
Grenada,2012,"60,5640042"
Grenada,2013,"67,4737913"
Grenada,2014,"51,6794916"
Grenada,2015,"56,9654833"
Grenada,2016,"58,2189532"
Grenada,2017,"60,275989"
Grenada,2018,"66,2759524"
Grenada,2019,"71,1988072"
Grenada,2020,"62,8842103"
Grenada,2021,"62,8842103"
Hungary,,"4288,38416"
Hungary,2000,"137,054101"
Hungary,1990,"169,354226"
Hungary,1991,"161,318238"
Hungary,1992,"143,844966"
Hungary,1993,"146,860808"
Hungary,1994,"143,16804"
Hungary,1995,"142,366239"
Hungary,1996,"146,39242"
Hungary,1997,"143,470618"
Hungary,1998,"142,799926"
Hungary,1999,"144,391524"
Hungary,2001,"141,192329"
Hungary,2002,"139,28134"
Hungary,2003,"146,148942"
Hungary,2004,"142,683598"
Hungary,2005,"143,43409"
Hungary,2006,"142,347633"
Hungary,2007,"140,190095"
Hungary,2008,"137,507275"
Hungary,2009,"124,032769"
Hungary,2010,"125,879382"
Hungary,2011,"121,728997"
Hungary,2012,"113,761078"
Hungary,2013,"106,383261"
Hungary,2014,"106,912327"
Hungary,2015,"114,416446"
Hungary,2016,"115,834194"
Hungary,2017,"121,981171"
Hungary,2018,"122,152163"
Hungary,2019,"121,626416"
Hungary,2020,"119,934773"
Hungary,2021,"119,934773"
Iceland,,"7787,13519"
Iceland,2000,"250,933015"
Iceland,1990,"209,696404"
Iceland,1991,"196,202217"
Iceland,1992,"208,033027"
Iceland,1993,"220,330775"
Iceland,1994,"214,050042"
Iceland,1995,"221,240598"
Iceland,1996,"224,106607"
Iceland,1997,"230,44344"
Iceland,1998,"229,943043"
Iceland,1999,"245,329111"
Iceland,2001,"242,912335"
Iceland,2002,"251,608494"
Iceland,2003,"248,78313"
Iceland,2004,"256,32901"
Iceland,2005,"242,165035"
Iceland,2006,"252,467636"
Iceland,2007,"274,937988"
Iceland,2008,"294,263582"
Iceland,2009,"283,060918"
Iceland,2010,"271,566644"
Iceland,2011,"259,777293"
Iceland,2012,"257,708228"
Iceland,2013,"255,464918"
Iceland,2014,"252,661948"
Iceland,2015,"256,988945"
Iceland,2016,"251,944878"
Iceland,2017,"258,730296"
Iceland,2018,"261,117331"
Iceland,2019,"251,354006"
Iceland,2020,"206,492148"
Iceland,2021,"206,492148"
Ireland,,"7447,27152"
Ireland,2000,"287,056419"
Ireland,1990,"225,198604"
Ireland,1991,"229,741508"
Ireland,1992,"227,734129"
Ireland,1993,"228,133674"
Ireland,1994,"234,340085"
Ireland,1995,"239,53459"
Ireland,1996,"248,434582"
Ireland,1997,"255,074969"
Ireland,1998,"264,926017"
Ireland,1999,"272,961741"
Ireland,2001,"297,368648"
Ireland,2002,"282,993799"
Ireland,2003,"275,471323"
Ireland,2004,"273,027035"
Ireland,2005,"279,081614"
Ireland,2006,"270,053843"
Ireland,2007,"264,514164"
Ireland,2008,"257,435179"
Ireland,2009,"225,233081"
Ireland,2010,"220,242183"
Ireland,2011,"199,153624"
Ireland,2012,"199,168525"
Ireland,2013,"193,915789"
Ireland,2014,"191,451452"
Ireland,2015,"199,574888"
Ireland,2016,"205,235212"
Ireland,2017,"197,590253"
Ireland,2018,"195,215878"
Ireland,2019,"183,227469"
Ireland,2020,"162,090621"
Ireland,2021,"162,090621"
Jamaica,,"2533,6064"
Jamaica,2000,"93,2443993"
Jamaica,1990,"74,6528171"
Jamaica,1991,"76,2601595"
Jamaica,1992,"75,174773"
Jamaica,1993,"77,2862708"
Jamaica,1994,"78,3272347"
Jamaica,1995,"86,8929408"
Jamaica,1996,"90,869631"
Jamaica,1997,"93,5157335"
Jamaica,1998,"89,1787373"
Jamaica,1999,"90,7809737"
Jamaica,2001,"94,9016376"
Jamaica,2002,"90,9307442"
Jamaica,2003,"94,4884122"
Jamaica,2004,"93,1300562"
Jamaica,2005,"91,2393162"
Jamaica,2006,"100,875724"
Jamaica,2007,"93,1935134"
Jamaica,2008,"92,9985377"
Jamaica,2009,"68,1052579"
Jamaica,2010,"65,5605132"
Jamaica,2011,"70,1130142"
Jamaica,2012,"66,8185714"
Jamaica,2013,"71,2953246"
Jamaica,2014,"64,2542848"
Jamaica,2015,"66,3743363"
Jamaica,2016,"67,4142086"
Jamaica,2017,"64,0704343"
Jamaica,2018,"65,7380777"
Jamaica,2019,"65,4898671"
Jamaica,2020,"60,2154488"
Jamaica,2021,"60,2154488"
Lebanon,,"2869,98377"
Lebanon,2000,"96,5944949"
Lebanon,1990,"67,3684751"
Lebanon,1991,"66,6613273"
Lebanon,1992,"75,8893311"
Lebanon,1993,"76,5582112"
Lebanon,1994,"78,3518156"
Lebanon,1995,"83,3563278"
Lebanon,1996,"84,7675428"
Lebanon,1997,"99,0505201"
Lebanon,1998,"105,827503"
Lebanon,1999,"105,212759"
Lebanon,2001,"98,6615639"
Lebanon,2002,"93,2160906"
Lebanon,2003,"101,335004"
Lebanon,2004,"90,3846432"
Lebanon,2005,"85,0446809"
Lebanon,2006,"74,5873998"
Lebanon,2007,"69,2012995"
Lebanon,2008,"87,7334571"
Lebanon,2009,"104,504401"
Lebanon,2010,"96,8932949"
Lebanon,2011,"93,4901902"
Lebanon,2012,"96,786846"
Lebanon,2013,"89,9576562"
Lebanon,2014,"91,966771"
Lebanon,2015,"94,5447487"
Lebanon,2016,"94,7263303"
Lebanon,2017,"98,4614861"
Lebanon,2018,"92,8985125"
Lebanon,2019,"93,3217595"
Lebanon,2020,"91,3146615"
Lebanon,2021,"91,3146615"
Lesotho,,"795,678734"
Lesotho,2000,"21,8452935"
Lesotho,1990,"20,748151"
Lesotho,1991,"21,0437758"
Lesotho,1992,"21,3635866"
Lesotho,1993,"21,52213"
Lesotho,1994,"21,5897931"
Lesotho,1995,"21,5830839"
Lesotho,1996,"21,5483606"
Lesotho,1997,"21,5812248"
Lesotho,1998,"21,6593009"
Lesotho,1999,"21,6824914"
Lesotho,2001,"22,1167733"
Lesotho,2002,"22,5276119"
Lesotho,2003,"22,9601635"
Lesotho,2004,"23,7159636"
Lesotho,2005,"24,1849914"
Lesotho,2006,"24,5699994"
Lesotho,2007,"25,049398"
Lesotho,2008,"25,666376"
Lesotho,2009,"26,7323106"
Lesotho,2010,"27,3640609"
Lesotho,2011,"36,6877135"
Lesotho,2012,"36,8326655"
Lesotho,2013,"27,6140851"
Lesotho,2014,"29,0474175"
Lesotho,2015,"26,1374702"
Lesotho,2016,"25,5969311"
Lesotho,2017,"28,1695636"
Lesotho,2018,"29,4045329"
Lesotho,2019,"26,2114707"
Lesotho,2020,"24,461022"
Lesotho,2021,"24,461022"
Liberia,,"153,413354"
Liberia,2000,"3,54507845"
Liberia,1990,"5,40046013"
Liberia,1991,"4,36299684"
Liberia,1992,"4,6521025"
Liberia,1993,"5,15562562"
Liberia,1994,"5,10543958"
Liberia,1995,"4,96982141"
Liberia,1996,"4,82993114"
Liberia,1997,"4,67907775"
Liberia,1998,"4,61451744"
Liberia,1999,"3,47405945"
Liberia,2001,"3,62958192"
Liberia,2002,"3,45702374"
Liberia,2003,"3,65016194"
Liberia,2004,"4,18263384"
Liberia,2005,"4,87917775"
Liberia,2006,"4,84965358"
Liberia,2007,"4,35914153"
Liberia,2008,"3,55530425"
Liberia,2009,"3,03249778"
Liberia,2010,"4,6907659"
Liberia,2011,"5,08813193"
Liberia,2012,"5,58643738"
Liberia,2013,"4,95966655"
Liberia,2014,"6,55945879"
Liberia,2015,"6,45959621"
Liberia,2016,"7,10301132"
Liberia,2017,"6,2860441"
Liberia,2018,"5,40513509"
Liberia,2019,"5,31489007"
Liberia,2020,"4,78796508"
Liberia,2021,"4,78796508"
Moldova,,"1481,42379"
Moldova,2000,"20,4042299"
Moldova,1990,"201,396933"
Moldova,1991,"162,545342"
Moldova,1992,"115,032719"
Moldova,1993,"87,0021729"
Moldova,1994,"68,4245724"
Moldova,1995,"63,0626616"
Moldova,1996,"64,9851502"
Moldova,1997,"40,8800524"
Moldova,1998,"36,3471588"
Moldova,1999,"26,6049573"
Moldova,2001,"21,704414"
Moldova,2002,"23,2732042"
Moldova,2003,"25,3286029"
Moldova,2004,"26,5649446"
Moldova,2005,"28,4904189"
Moldova,2006,"29,113624"
Moldova,2007,"28,930379"
Moldova,2008,"30,2876006"
Moldova,2009,"26,5887789"
Moldova,2010,"28,3747679"
Moldova,2011,"29,0941968"
Moldova,2012,"28,0623621"
Moldova,2013,"28,8582584"
Moldova,2014,"28,0382491"
Moldova,2015,"28,1924976"
Moldova,2016,"28,9445498"
Moldova,2017,"30,8625006"
Moldova,2018,"32,1795168"
Moldova,2019,"30,6061713"
Moldova,2020,"30,6214013"
Moldova,2021,"30,6214013"
Morocco,,"1079,98404"
Morocco,2000,"27,6719067"
Morocco,1990,"21,5722189"
Morocco,1991,"22,5062434"
Morocco,1992,"23,0902659"
Morocco,1993,"24,572304"
Morocco,1994,"25,3896729"
Morocco,1995,"25,5612658"
Morocco,1996,"25,876484"
Morocco,1997,"25,922303"
Morocco,1998,"26,3656037"
Morocco,1999,"26,9774405"
Morocco,2001,"30,3277756"
Morocco,2002,"30,3974963"
Morocco,2003,"29,4693556"
Morocco,2004,"33,6512435"
Morocco,2005,"35,1942031"
Morocco,2006,"36,0330149"
Morocco,2007,"37,6690129"
Morocco,2008,"39,0926781"
Morocco,2009,"38,2294927"
Morocco,2010,"40,3410045"
Morocco,2011,"40,1692485"
Morocco,2012,"41,1193103"
Morocco,2013,"40,2943875"
Morocco,2014,"40,1317055"
Morocco,2015,"40,536467"
Morocco,2016,"39,9410322"
Morocco,2017,"41,5692589"
Morocco,2018,"41,4965317"
Morocco,2019,"44,8894705"
Morocco,2020,"41,9628204"
Morocco,2021,"41,9628204"
Myanmar,,"214,851134"
Myanmar,2000,"5,15957069"
Myanmar,1990,"2,45932771"
Myanmar,1991,"2,37042571"
Myanmar,1992,"2,74058926"
Myanmar,1993,"2,96740486"
Myanmar,1994,"3,42761297"
Myanmar,1995,"3,77606299"
Myanmar,1996,"3,8887249"
Myanmar,1997,"3,96821186"
Myanmar,1998,"4,22848589"
Myanmar,1999,"4,64086188"
Myanmar,2001,"4,41197398"
Myanmar,2002,"4,60557655"
Myanmar,2003,"4,87452859"
Myanmar,2004,"6,11315875"
Myanmar,2005,"5,65243778"
Myanmar,2006,"6,22093039"
Myanmar,2007,"6,18811109"
Myanmar,2008,"4,67328005"
Myanmar,2009,"4,85049593"
Myanmar,2010,"6,2051329"
Myanmar,2011,"7,09226954"
Myanmar,2012,"5,55162492"
Myanmar,2013,"5,98814314"
Myanmar,2014,"7,42289755"
Myanmar,2015,"10,0721619"
Myanmar,2016,"11,5089167"
Myanmar,2017,"11,1351949"
Myanmar,2018,"14,603324"
Myanmar,2019,"16,0075581"
Myanmar,2020,"16,0230694"
Myanmar,2021,"16,0230694"
Namibia,,"926,489262"
Namibia,2000,"21,4620653"
Namibia,1991,"17,1532145"
Namibia,1992,"18,2022179"
Namibia,1993,"21,4319199"
Namibia,1994,"23,6996348"
Namibia,1995,"23,8766728"
Namibia,1996,"24,8472686"
Namibia,1997,"25,0129562"
Namibia,1998,"25,1872359"
Namibia,1999,"22,6344623"
Namibia,2001,"26,4718656"
Namibia,2002,"23,1765957"
Namibia,2003,"24,0534251"
Namibia,2004,"24,7982828"
Namibia,2005,"28,6268521"
Namibia,2006,"28,4593498"
Namibia,2007,"28,2232768"
Namibia,2008,"39,1607297"
Namibia,2009,"35,2415422"
Namibia,2010,"34,9442204"
Namibia,2011,"30,9595502"
Namibia,2012,"36,6880917"
Namibia,2013,"27,5910362"
Namibia,2014,"38,827794"
Namibia,2015,"39,92874"
Namibia,2016,"41,2328184"
Namibia,2017,"42,1157955"
Namibia,2018,"39,9646939"
Namibia,2019,"39,2731296"
Namibia,2020,"36,6219123"
Namibia,2021,"36,6219123"
Nigeria,,"443,813529"
Nigeria,2000,"15,47019"
Nigeria,1990,"9,79467706"
Nigeria,1991,"10,3033193"
Nigeria,1992,"11,0857452"
Nigeria,1993,"10,4725698"
Nigeria,1994,"7,96280119"
Nigeria,1995,"7,42948745"
Nigeria,1996,"7,97809723"
Nigeria,1997,"8,67470009"
Nigeria,1998,"7,78804915"
Nigeria,1999,"7,96650259"
Nigeria,2001,"16,5976684"
Nigeria,2002,"17,5999647"
Nigeria,2003,"18,1969713"
Nigeria,2004,"17,5025112"
Nigeria,2005,"18,2780896"
Nigeria,2006,"16,4686506"
Nigeria,2007,"15,4604042"
Nigeria,2008,"15,1363446"
Nigeria,2009,"11,645833"
Nigeria,2010,"17,0062236"
Nigeria,2011,"19,1004412"
Nigeria,2012,"16,6953258"
Nigeria,2013,"17,0601862"
Nigeria,2014,"17,3903707"
Nigeria,2015,"15,0343291"
Nigeria,2016,"14,9478662"
Nigeria,2017,"14,3395771"
Nigeria,2018,"15,6746995"
Nigeria,2019,"15,5376318"
Nigeria,2020,"14,6071505"
Nigeria,2021,"14,6071505"
Romania,,"3503,12127"
Romania,2000,"100,135467"
Romania,1990,"174,596282"
Romania,1991,"143,451518"
Romania,1992,"133,712517"
Romania,1993,"124,88465"
Romania,1994,"123,69871"
Romania,1995,"129,858791"
Romania,1996,"134,252419"
Romania,1997,"123,688249"
Romania,1998,"111,178323"
Romania,1999,"94,8218561"
Romania,2001,"106,796063"
Romania,2002,"107,681701"
Romania,2003,"113,26727"
Romania,2004,"113,187887"
Romania,2005,"112,349447"
Romania,2006,"116,633758"
Romania,2007,"115,652056"
Romania,2008,"113,585313"
Romania,2009,"94,8396964"
Romania,2010,"91,3762225"
Romania,2011,"101,547359"
Romania,2012,"99,526797"
Romania,2013,"89,1083078"
Romania,2014,"90,5507256"
Romania,2015,"91,9779124"
Romania,2016,"89,8983218"
Romania,2017,"94,2748205"
Romania,2018,"95,4885837"
Romania,2019,"92,7628347"
Romania,2020,"89,1687053"
Romania,2021,"89,1687053"
Senegal,,"382,890378"
Senegal,2000,"9,55837339"
Senegal,1990,"10,0090523"
Senegal,1991,"10,4572035"
Senegal,1992,"10,2808277"
Senegal,1993,"10,3234809"
Senegal,1994,"10,8837324"
Senegal,1995,"9,47305483"
Senegal,1996,"9,86646151"
Senegal,1997,"8,36476058"
Senegal,1998,"8,55887189"
Senegal,1999,"9,03844838"
Senegal,2001,"10,1826765"
Senegal,2002,"10,3547955"
Senegal,2003,"11,2185524"
Senegal,2004,"11,6295869"
Senegal,2005,"11,9866735"
Senegal,2006,"9,32481998"
Senegal,2007,"9,98538557"
Senegal,2008,"9,47688744"
Senegal,2009,"10,2297479"
Senegal,2010,"12,9906671"
Senegal,2011,"14,3972648"
Senegal,2012,"13,1838909"
Senegal,2013,"13,6742855"
Senegal,2014,"14,7717429"
Senegal,2015,"16,2081328"
Senegal,2016,"16,0320469"
Senegal,2017,"16,7256802"
Senegal,2018,"17,1517636"
Senegal,2019,"16,5909402"
Senegal,2020,"14,9802851"
Senegal,2021,"14,9802851"
Somalia,,"45,5690364"
Somalia,2000,"1,29837581"
Somalia,1990,"2,42787221"
Somalia,1991,"2,3346288"
Somalia,1992,"2,23946539"
Somalia,1993,"2,1009245"
Somalia,1994,"2,04894936"
Somalia,1995,"1,88722438"
Somalia,1996,"1,77412951"
Somalia,1997,"1,62883483"
Somalia,1998,"1,49495378"
Somalia,1999,"1,37760926"
Somalia,2001,"1,3113792"
Somalia,2002,"1,48081819"
Somalia,2003,"1,45135834"
Somalia,2004,"1,40625254"
Somalia,2005,"1,36363231"
Somalia,2006,"1,32346764"
Somalia,2007,"1,31742965"
Somalia,2008,"1,26536474"
Somalia,2009,"1,22323747"
Somalia,2010,"1,21932106"
Somalia,2011,"1,18657102"
Somalia,2012,"1,14799075"
Somalia,2013,"1,15779134"
Somalia,2014,"1,1267526"
Somalia,2015,"1,09623974"
Somalia,2016,"1,07862348"
Somalia,2017,"1,04878829"
Somalia,2018,"1,0195049"
Somalia,2019,"1,03379513"
Somalia,2020,"0,84887508"
Somalia,2021,"0,84887508"
Tunisia,,"1670,11237"
Tunisia,2000,"48,630138"
Tunisia,1990,"38,219782"
Tunisia,1991,"43,7511932"
Tunisia,1992,"41,4894088"
Tunisia,1993,"44,618626"
Tunisia,1994,"42,2230538"
Tunisia,1995,"40,8886933"
Tunisia,1996,"42,940218"
Tunisia,1997,"42,7810046"
Tunisia,1998,"44,9432626"
Tunisia,1999,"45,2327268"
Tunisia,2001,"50,3470782"
Tunisia,2002,"49,9844245"
Tunisia,2003,"50,4980203"
Tunisia,2004,"52,5068705"
Tunisia,2005,"52,8805095"
Tunisia,2006,"53,1743771"
Tunisia,2007,"55,1614085"
Tunisia,2008,"56,0757172"
Tunisia,2009,"55,4562958"
Tunisia,2010,"61,1578634"
Tunisia,2011,"57,0313576"
Tunisia,2012,"58,2042485"
Tunisia,2013,"58,8647936"
Tunisia,2014,"60,5108775"
Tunisia,2015,"62,8377822"
Tunisia,2016,"61,5879854"
Tunisia,2017,"61,3599945"
Tunisia,2018,"60,9334157"
Tunisia,2019,"61,5877987"
Tunisia,2020,"57,116724"
Tunisia,2021,"57,116724"
Ukraine,,"5341,16348"
Ukraine,2000,"140,220396"
Ukraine,1990,"329,166303"
Ukraine,1991,"294,996169"
Ukraine,1992,"274,962207"
Ukraine,1993,"238,615356"
Ukraine,1994,"196,731756"
Ukraine,1995,"183,812469"
Ukraine,1996,"166,740451"
Ukraine,1997,"162,707073"
Ukraine,1998,"158,521503"
Ukraine,1999,"145,203486"
Ukraine,2001,"150,520073"
Ukraine,2002,"147,898254"
Ukraine,2003,"154,855799"
Ukraine,2004,"157,753077"
Ukraine,2005,"160,262544"
Ukraine,2006,"171,305159"
Ukraine,2007,"174,107634"
Ukraine,2008,"169,259163"
Ukraine,2009,"144,766321"
Ukraine,2010,"154,128785"
Ukraine,2011,"162,009918"
Ukraine,2012,"160,50215"
Ukraine,2013,"157,528498"
Ukraine,2014,"136,998371"
Ukraine,2015,"119,580018"
Ukraine,2016,"125,602304"
Ukraine,2017,"120,348746"
Ukraine,2018,"125,859286"
Ukraine,2019,"121,424448"
Ukraine,2020,"117,38788"
Ukraine,2021,"117,38788"
Uruguay,,"1368,87887"
Uruguay,2000,"38,0849562"
Uruguay,1990,"30,6197483"
Uruguay,1991,"34,698786"
Uruguay,1992,"39,1285493"
Uruguay,1993,"33,527171"
Uruguay,1994,"30,2171313"
Uruguay,1995,"33,9216092"
Uruguay,1996,"39,9475146"
Uruguay,1997,"40,4654935"
Uruguay,1998,"41,1209421"
Uruguay,1999,"48,4801143"
Uruguay,2001,"36,3044896"
Uruguay,2002,"32,8881192"
Uruguay,2003,"32,6884635"
Uruguay,2004,"40,2095936"
Uruguay,2005,"41,3753615"
Uruguay,2006,"47,6124233"
Uruguay,2007,"42,842363"
Uruguay,2008,"58,9297535"
Uruguay,2009,"56,9378053"
Uruguay,2010,"44,9954231"
Uruguay,2011,"54,5164732"
Uruguay,2012,"61,0253701"
Uruguay,2013,"53,0522567"
Uruguay,2014,"47,1772443"
Uruguay,2015,"47,3070264"
Uruguay,2016,"45,7020165"
Uruguay,2017,"43,0369073"
Uruguay,2018,"45,7207798"
Uruguay,2019,"45,6464881"
Uruguay,2020,"40,34925"
Uruguay,2021,"40,34925"
Vanuatu,,"352,916132"
Vanuatu,2000,"10,9342387"
Vanuatu,1990,"10,7990421"
Vanuatu,1991,"10,5021895"
Vanuatu,1992,"9,6340272"
Vanuatu,1993,"9,35817307"
Vanuatu,1994,"9,10815274"
Vanuatu,1995,"9,4128617"
Vanuatu,1996,"11,7779201"
Vanuatu,1997,"11,5625225"
Vanuatu,1998,"10,8692882"
Vanuatu,1999,"11,1578518"
Vanuatu,2001,"11,1535522"
Vanuatu,2002,"10,429703"
Vanuatu,2003,"10,1655517"
Vanuatu,2004,"6,89265017"
Vanuatu,2005,"6,72287153"
Vanuatu,2006,"5,33268648"
Vanuatu,2007,"10,8181089"
Vanuatu,2008,"10,174879"
Vanuatu,2009,"12,6031609"
Vanuatu,2010,"12,2849486"
Vanuatu,2011,"13,0457897"
Vanuatu,2012,"10,9255749"
Vanuatu,2013,"9,93722602"
Vanuatu,2014,"13,9959377"
Vanuatu,2015,"11,67558"
Vanuatu,2016,"12,6376603"
Vanuatu,2017,"11,7036881"
Vanuatu,2018,"14,4214842"
Vanuatu,2019,"14,5081065"
Vanuatu,2020,"14,1853522"
Vanuatu,2021,"14,1853522"
Barbados,,"3348,34782"
Barbados,2000,"101,793271"
Barbados,1990,"98,4241347"
Barbados,1991,"110,146809"
Barbados,1992,"88,869548"
Barbados,1993,"100,093226"
Barbados,1994,"66,9100354"
Barbados,1995,"72,7918633"
Barbados,1996,"73,9199173"
Barbados,1997,"79,4884167"
Barbados,1998,"97,9742775"
Barbados,1999,"103,161016"
Barbados,2001,"104,472661"
Barbados,2002,"105,295419"
Barbados,2003,"108,946557"
Barbados,2004,"110,678427"
Barbados,2005,"114,578953"
Barbados,2006,"116,14368"
Barbados,2007,"117,356297"
Barbados,2008,"138,2238"
Barbados,2009,"136,356651"
Barbados,2010,"124,537892"
Barbados,2011,"128,613682"
Barbados,2012,"123,434179"
Barbados,2013,"121,327068"
Barbados,2014,"106,271197"
Barbados,2015,"106,102536"
Barbados,2016,"107,774776"
Barbados,2017,"98,0854691"
Barbados,2018,"103,446471"
Barbados,2019,"101,619023"
Barbados,2020,"90,7552849"
Barbados,2021,"90,7552849"
Botswana,,"1827,80892"
Botswana,2000,"55,1697951"
Botswana,1990,"50,3666585"
Botswana,1991,"47,669872"
Botswana,1992,"48,8834326"
Botswana,1993,"54,8062697"
Botswana,1994,"50,7108843"
Botswana,1995,"49,738969"
Botswana,1996,"43,9462229"
Botswana,1997,"43,6134184"
Botswana,1998,"50,8929931"
Botswana,1999,"47,0740202"
Botswana,2001,"55,1346587"
Botswana,2002,"55,9704618"
Botswana,2003,"52,9317954"
Botswana,2004,"52,9446449"
Botswana,2005,"54,5972993"
Botswana,2006,"54,0288511"
Botswana,2007,"54,1089941"
Botswana,2008,"56,4168927"
Botswana,2009,"47,3661094"
Botswana,2010,"54,800929"
Botswana,2011,"47,976112"
Botswana,2012,"59,7388843"
Botswana,2013,"65,8963573"
Botswana,2014,"78,7146333"
Botswana,2015,"61,3932276"
Botswana,2016,"70,3746006"
Botswana,2017,"76,8298656"
Botswana,2018,"80,5093724"
Botswana,2019,"72,1428209"
Botswana,2020,"66,5299386"
Botswana,2021,"66,5299386"
Bulgaria,,"5006,47256"
Bulgaria,2000,"136,431941"
Bulgaria,1990,"208,197426"
Bulgaria,1991,"168,405996"
Bulgaria,1992,"158,679689"
Bulgaria,1993,"163,504593"
Bulgaria,1994,"159,731138"
Bulgaria,1995,"165,981153"
Bulgaria,1996,"169,323044"
Bulgaria,1997,"163,246075"
Bulgaria,1998,"156,825922"
Bulgaria,1999,"137,984713"
Bulgaria,2001,"148,229684"
Bulgaria,2002,"140,823791"
Bulgaria,2003,"155,401475"
Bulgaria,2004,"153,66029"
Bulgaria,2005,"158,157566"
Bulgaria,2006,"163,210437"
Bulgaria,2007,"176,564275"
Bulgaria,2008,"172,499122"
Bulgaria,2009,"147,126632"
Bulgaria,2010,"154,701086"
Bulgaria,2011,"172,963022"
Bulgaria,2012,"158,191482"
Bulgaria,2013,"140,509909"
Bulgaria,2014,"149,773478"
Bulgaria,2015,"160,924455"
Bulgaria,2016,"152,693621"
Bulgaria,2017,"160,786231"
Bulgaria,2018,"148,519316"
Bulgaria,2019,"144,760396"
Bulgaria,2020,"129,332304"
Bulgaria,2021,"129,332304"
Cambodia,,"265,486051"
Cambodia,2000,"3,89935567"
Cambodia,1990,"3,3702048"
Cambodia,1991,"3,37007131"
Cambodia,1992,"3,3626323"
Cambodia,1993,"3,33375691"
Cambodia,1994,"3,31532611"
Cambodia,1995,"3,37518151"
Cambodia,1996,"3,31474781"
Cambodia,1997,"3,11316446"
Cambodia,1998,"3,88120934"
Cambodia,1999,"3,82478952"
Cambodia,2001,"4,35235987"
Cambodia,2002,"4,18879123"
Cambodia,2003,"4,43908498"
Cambodia,2004,"4,48886383"
Cambodia,2005,"5,0150399"
Cambodia,2006,"5,33716822"
Cambodia,2007,"6,08966604"
Cambodia,2008,"6,70950113"
Cambodia,2009,"7,76028614"
Cambodia,2010,"8,5528079"
Cambodia,2011,"8,57264107"
Cambodia,2012,"8,85179846"
Cambodia,2013,"8,90931998"
Cambodia,2014,"10,2033565"
Cambodia,2015,"13,1840894"
Cambodia,2016,"16,0341569"
Cambodia,2017,"19,3009998"
Cambodia,2018,"19,020945"
Cambodia,2019,"22,3150737"
Cambodia,2020,"21,9998307"
Cambodia,2021,"21,9998307"
Cameroon,,"196,042111"
Cameroon,2000,"5,17624627"
Cameroon,1990,"5,30685338"
Cameroon,1991,"5,27616281"
Cameroon,1992,"5,20782473"
Cameroon,1993,"5,34660439"
Cameroon,1994,"5,15353961"
Cameroon,1995,"5,65359322"
Cameroon,1996,"6,17384256"
Cameroon,1997,"5,2827125"
Cameroon,1998,"5,11173499"
Cameroon,1999,"4,75931594"
Cameroon,2001,"5,01096434"
Cameroon,2002,"4,87890586"
Cameroon,2003,"5,2835851"
Cameroon,2004,"5,35543632"
Cameroon,2005,"4,86038501"
Cameroon,2006,"4,94192335"
Cameroon,2007,"7,30765291"
Cameroon,2008,"6,76394635"
Cameroon,2009,"7,99679878"
Cameroon,2010,"7,86028738"
Cameroon,2011,"7,48571203"
Cameroon,2012,"6,88032473"
Cameroon,2013,"5,51197987"
Cameroon,2014,"7,24787376"
Cameroon,2015,"7,97947735"
Cameroon,2016,"7,83919087"
Cameroon,2017,"7,5211044"
Cameroon,2018,"7,54941245"
Cameroon,2019,"6,8615471"
Cameroon,2020,"6,22858634"
Cameroon,2021,"6,22858634"
Colombia,,"1261,79204"
Colombia,2000,"34,070459"
Colombia,1990,"41,2519207"
Colombia,1991,"40,2774106"
Colombia,1992,"42,8751497"
Colombia,1993,"43,3186654"
Colombia,1994,"44,8271859"
Colombia,1995,"38,7302006"
Colombia,1996,"38,6904366"
Colombia,1997,"41,0328758"
Colombia,1998,"40,7614483"
Colombia,1999,"33,6996571"
Colombia,2001,"33,349928"
Colombia,2002,"32,5460033"
Colombia,2003,"33,0309981"
Colombia,2004,"31,126167"
Colombia,2005,"33,7985313"
Colombia,2006,"34,4462292"
Colombia,2007,"33,021793"
Colombia,2008,"36,145143"
Colombia,2009,"38,9130435"
Colombia,2010,"40,481475"
Colombia,2011,"39,9869758"
Colombia,2012,"41,5284424"
Colombia,2013,"45,1284515"
Colombia,2014,"45,3243097"
Colombia,2015,"46,4465198"
Colombia,2016,"46,4515949"
Colombia,2017,"42,3452467"
Colombia,2018,"41,0207211"
Colombia,2019,"43,1086057"
Colombia,2020,"42,0282252"
Colombia,2021,"42,0282252"
Djibouti,,"384,545406"
Djibouti,2000,"12,2544538"
Djibouti,1990,"11,1707695"
Djibouti,1991,"11,3026742"
Djibouti,1992,"11,7238486"
Djibouti,1993,"11,6586229"
Djibouti,1994,"11,3034452"
Djibouti,1995,"11,8570785"
Djibouti,1996,"10,9295988"
Djibouti,1997,"11,9756137"
Djibouti,1998,"13,569114"
